Date,Close
10/18/2021 16:00:00,290.04
10/19/2021 16:00:00,288.09
10/20/2021 16:00:00,288.6
10/21/2021 16:00:00,298
10/22/2021 16:00:00,303.23
10/25/2021 16:00:00,341.62
10/26/2021 16:00:00,339.48
10/27/2021 16:00:00,345.95
10/28/2021 16:00:00,359.01
10/29/2021 16:00:00,371.33
11/1/2021 16:00:00,402.86
11/2/2021 16:00:00,390.67
11/3/2021 16:00:00,404.62
11/4/2021 16:00:00,409.97
11/5/2021 16:00:00,407.36
11/8/2021 16:00:00,387.65
11/9/2021 16:00:00,341.17
11/10/2021 16:00:00,355.98
11/11/2021 16:00:00,354.5
11/12/2021 16:00:00,344.47
11/15/2021 16:00:00,337.8
11/16/2021 16:00:00,351.58
11/17/2021 16:00:00,363
11/18/2021 16:00:00,365.46
11/19/2021 16:00:00,379.02
11/22/2021 16:00:00,385.62
11/23/2021 16:00:00,369.68
11/24/2021 16:00:00,372
11/26/2021 13:00:00,360.64
11/29/2021 16:00:00,379
11/30/2021 16:00:00,381.59
12/1/2021 16:00:00,365
12/2/2021 16:00:00,361.53
12/3/2021 16:00:00,338.32
12/6/2021 16:00:00,336.34
12/7/2021 16:00:00,350.58
12/8/2021 16:00:00,356.32
12/9/2021 16:00:00,334.6
12/10/2021 16:00:00,339.01
12/13/2021 16:00:00,322.14
12/14/2021 16:00:00,319.5
12/15/2021 16:00:00,325.33
12/16/2021 16:00:00,308.97
12/17/2021 16:00:00,310.86
12/20/2021 16:00:00,299.98
12/21/2021 16:00:00,312.84
12/22/2021 16:00:00,336.29
12/23/2021 16:00:00,355.67
12/27/2021 16:00:00,364.65
12/28/2021 16:00:00,362.82
12/29/2021 16:00:00,362.06
12/30/2021 16:00:00,356.78
12/31/2021 16:00:00,352.26
1/3/2022 16:00:00,399.93
1/4/2022 16:00:00,383.2
1/5/2022 16:00:00,362.71
1/6/2022 16:00:00,354.9
1/7/2022 16:00:00,342.32
1/10/2022 16:00:00,352.71
1/11/2022 16:00:00,354.8
1/12/2022 16:00:00,368.74
1/13/2022 16:00:00,343.85
1/14/2022 16:00:00,349.87
1/18/2022 16:00:00,343.5
1/19/2022 16:00:00,331.88
1/20/2022 16:00:00,332.09
1/21/2022 16:00:00,314.63
1/24/2022 16:00:00,310
1/25/2022 16:00:00,306.13
1/26/2022 16:00:00,312.47
1/27/2022 16:00:00,276.37
1/28/2022 16:00:00,282.12
1/31/2022 16:00:00,312.24
2/1/2022 16:00:00,310.42
2/2/2022 16:00:00,301.89
2/3/2022 16:00:00,297.05
2/4/2022 16:00:00,307.77
2/7/2022 16:00:00,302.45
2/8/2022 16:00:00,307.33
2/9/2022 16:00:00,310.67
2/10/2022 16:00:00,301.52
2/11/2022 16:00:00,286.67
2/14/2022 16:00:00,291.92
2/15/2022 16:00:00,307.48
2/16/2022 16:00:00,307.8
2/17/2022 16:00:00,292.12
2/18/2022 16:00:00,285.66
2/22/2022 16:00:00,273.84
2/23/2022 16:00:00,254.68
2/24/2022 16:00:00,266.92
2/25/2022 16:00:00,269.96
2/28/2022 16:00:00,290.14
3/1/2022 16:00:00,288.12
3/2/2022 16:00:00,293.3
3/3/2022 16:00:00,279.76
3/4/2022 16:00:00,279.43
3/7/2022 16:00:00,268.19
3/8/2022 16:00:00,274.8
3/9/2022 16:00:00,286.32
3/10/2022 16:00:00,279.43
3/11/2022 16:00:00,265.12
3/14/2022 16:00:00,255.46
3/15/2022 16:00:00,267.3
3/16/2022 16:00:00,280.08
3/17/2022 16:00:00,290.53
3/18/2022 16:00:00,301.8
3/21/2022 16:00:00,307.05
3/22/2022 16:00:00,331.33
3/23/2022 16:00:00,333.04
3/24/2022 16:00:00,337.97
3/25/2022 16:00:00,336.88
3/28/2022 16:00:00,363.95
3/29/2022 16:00:00,366.52
3/30/2022 16:00:00,364.66
3/31/2022 16:00:00,359.2
4/1/2022 16:00:00,361.53
4/4/2022 16:00:00,381.82
4/5/2022 16:00:00,363.75
4/6/2022 16:00:00,348.59
4/7/2022 16:00:00,352.42
4/8/2022 16:00:00,341.83
4/11/2022 16:00:00,325.31
4/12/2022 16:00:00,328.98
4/13/2022 16:00:00,340.79
4/14/2022 16:00:00,328.33
4/18/2022 16:00:00,334.76
4/19/2022 16:00:00,342.72
4/20/2022 16:00:00,325.73
4/21/2022 16:00:00,336.26
4/22/2022 16:00:00,335.02
4/25/2022 16:00:00,332.67
4/26/2022 16:00:00,292.14
4/27/2022 16:00:00,293.84
4/28/2022 16:00:00,292.5
4/29/2022 16:00:00,290.25
5/2/2022 16:00:00,300.98
5/3/2022 16:00:00,303.08
5/4/2022 16:00:00,317.54
5/5/2022 16:00:00,291.09
5/6/2022 16:00:00,288.55
5/9/2022 16:00:00,262.37
5/10/2022 16:00:00,266.68
5/11/2022 16:00:00,244.67
5/12/2022 16:00:00,242.67
5/13/2022 16:00:00,256.53
5/16/2022 16:00:00,241.46
5/17/2022 16:00:00,253.87
5/18/2022 16:00:00,236.6
5/19/2022 16:00:00,236.47
5/20/2022 16:00:00,221.3
5/23/2022 16:00:00,224.97
5/24/2022 16:00:00,209.39
5/25/2022 16:00:00,219.6
5/26/2022 16:00:00,235.91
5/27/2022 16:00:00,253.21
5/31/2022 16:00:00,252.75
6/1/2022 16:00:00,246.79
6/2/2022 16:00:00,258.33
6/3/2022 16:00:00,234.52
6/6/2022 16:00:00,238.28
6/7/2022 16:00:00,238.89
6/8/2022 16:00:00,241.87
6/9/2022 16:00:00,239.71
6/10/2022 16:00:00,232.23
6/13/2022 16:00:00,215.74
6/14/2022 16:00:00,220.89
6/15/2022 16:00:00,233
