Date,Close
10/18/2021 16:00:00,637.97
10/19/2021 16:00:00,639
10/20/2021 16:00:00,625.14
10/21/2021 16:00:00,653.16
10/22/2021 16:00:00,664.78
10/25/2021 16:00:00,671.66
10/26/2021 16:00:00,668.52
10/27/2021 16:00:00,662.92
10/28/2021 16:00:00,674.05
10/29/2021 16:00:00,690.31
11/1/2021 16:00:00,681.17
11/2/2021 16:00:00,677.72
11/3/2021 16:00:00,688.29
11/4/2021 16:00:00,668.4
11/5/2021 16:00:00,645.72
11/8/2021 16:00:00,651.45
11/9/2021 16:00:00,655.99
11/10/2021 16:00:00,646.91
11/11/2021 16:00:00,657.58
11/12/2021 16:00:00,682.61
11/15/2021 16:00:00,679.33
11/16/2021 16:00:00,687.4
11/17/2021 16:00:00,691.69
11/18/2021 16:00:00,682.02
11/19/2021 16:00:00,678.8
11/22/2021 16:00:00,659.2
11/23/2021 16:00:00,654.06
11/24/2021 16:00:00,658.29
11/26/2021 13:00:00,665.64
11/29/2021 16:00:00,663.84
11/30/2021 16:00:00,641.9
12/1/2021 16:00:00,617.77
12/2/2021 16:00:00,616.47
12/3/2021 16:00:00,602.13
12/6/2021 16:00:00,612.69
12/7/2021 16:00:00,625.58
12/8/2021 16:00:00,628.08
12/9/2021 16:00:00,611
12/10/2021 16:00:00,611.66
12/13/2021 16:00:00,604.56
12/14/2021 16:00:00,597.99
12/15/2021 16:00:00,605.04
12/16/2021 16:00:00,591.06
12/17/2021 16:00:00,586.73
12/20/2021 16:00:00,593.74
12/21/2021 16:00:00,604.92
12/22/2021 16:00:00,614.24
12/23/2021 16:00:00,614.09
12/27/2021 16:00:00,613.12
12/28/2021 16:00:00,610.71
12/29/2021 16:00:00,610.54
12/30/2021 16:00:00,612.09
12/31/2021 16:00:00,602.44
1/3/2022 16:00:00,597.37
1/4/2022 16:00:00,591.15
1/5/2022 16:00:00,567.52
1/6/2022 16:00:00,553.29
1/7/2022 16:00:00,541.06
1/10/2022 16:00:00,539.85
1/11/2022 16:00:00,540.84
1/12/2022 16:00:00,537.22
1/13/2022 16:00:00,519.2
1/14/2022 16:00:00,525.69
1/18/2022 16:00:00,510.8
1/19/2022 16:00:00,515.86
1/20/2022 16:00:00,508.25
1/21/2022 16:00:00,397.5
1/24/2022 16:00:00,387.15
1/25/2022 16:00:00,366.42
1/26/2022 16:00:00,359.7
1/27/2022 16:00:00,386.7
1/28/2022 16:00:00,384.36
1/31/2022 16:00:00,427.14
2/1/2022 16:00:00,457.13
2/2/2022 16:00:00,429.48
2/3/2022 16:00:00,405.6
2/4/2022 16:00:00,410.17
2/7/2022 16:00:00,402.1
2/8/2022 16:00:00,403.53
2/9/2022 16:00:00,412.89
2/10/2022 16:00:00,406.27
2/11/2022 16:00:00,391.31
2/14/2022 16:00:00,396.57
2/15/2022 16:00:00,407.46
2/16/2022 16:00:00,398.08
2/17/2022 16:00:00,386.67
2/18/2022 16:00:00,391.29
2/22/2022 16:00:00,377.38
2/23/2022 16:00:00,367.46
2/24/2022 16:00:00,390.03
2/25/2022 16:00:00,390.8
2/28/2022 16:00:00,394.52
3/1/2022 16:00:00,386.24
3/2/2022 16:00:00,380.03
3/3/2022 16:00:00,368.07
3/4/2022 16:00:00,361.73
3/7/2022 16:00:00,350.26
3/8/2022 16:00:00,341.76
3/9/2022 16:00:00,358.79
3/10/2022 16:00:00,356.77
3/11/2022 16:00:00,340.32
3/14/2022 16:00:00,331.01
3/15/2022 16:00:00,343.75
3/16/2022 16:00:00,357.53
3/17/2022 16:00:00,371.4
3/18/2022 16:00:00,380.6
3/21/2022 16:00:00,374.59
3/22/2022 16:00:00,382.92
3/23/2022 16:00:00,374.49
3/24/2022 16:00:00,375.71
3/25/2022 16:00:00,373.85
3/28/2022 16:00:00,378.51
3/29/2022 16:00:00,391.82
3/30/2022 16:00:00,381.47
3/31/2022 16:00:00,374.59
4/1/2022 16:00:00,373.47
4/4/2022 16:00:00,391.5
4/5/2022 16:00:00,380.15
4/6/2022 16:00:00,368.35
4/7/2022 16:00:00,362.15
4/8/2022 16:00:00,355.88
4/11/2022 16:00:00,348
4/12/2022 16:00:00,344.1
4/13/2022 16:00:00,350.43
4/14/2022 16:00:00,341.13
4/18/2022 16:00:00,337.86
4/19/2022 16:00:00,348.61
4/20/2022 16:00:00,226.19
4/21/2022 16:00:00,218.22
4/22/2022 16:00:00,215.52
4/25/2022 16:00:00,209.91
4/26/2022 16:00:00,198.4
4/27/2022 16:00:00,188.54
4/28/2022 16:00:00,199.52
4/29/2022 16:00:00,190.36
5/2/2022 16:00:00,199.46
5/3/2022 16:00:00,199.87
5/4/2022 16:00:00,204.01
5/5/2022 16:00:00,188.32
5/6/2022 16:00:00,180.97
5/9/2022 16:00:00,173.1
5/10/2022 16:00:00,177.66
5/11/2022 16:00:00,166.37
5/12/2022 16:00:00,174.31
5/13/2022 16:00:00,187.64
5/16/2022 16:00:00,186.51
5/17/2022 16:00:00,190.56
5/18/2022 16:00:00,177.19
5/19/2022 16:00:00,183.48
5/20/2022 16:00:00,186.35
5/23/2022 16:00:00,187.44
5/24/2022 16:00:00,180.34
5/25/2022 16:00:00,187.83
5/26/2022 16:00:00,191.4
5/27/2022 16:00:00,195.19
5/31/2022 16:00:00,197.44
6/1/2022 16:00:00,192.91
6/2/2022 16:00:00,205.09
6/3/2022 16:00:00,198.98
6/6/2022 16:00:00,197.14
6/7/2022 16:00:00,198.61
6/8/2022 16:00:00,202.83
6/9/2022 16:00:00,192.77
6/10/2022 16:00:00,182.94
6/13/2022 16:00:00,169.69
6/14/2022 16:00:00,167.54
6/15/2022 16:00:00,180.11
6/16/2022 16:00:00,173.35
6/17/2022 16:00:00,175.51
6/21/2022 16:00:00,170.91
6/22/2022 16:00:00,178.89
6/23/2022 16:00:00,181.71
6/24/2022 16:00:00,190.85
6/27/2022 16:00:00,189.14
6/28/2022 16:00:00,179.6
6/29/2022 16:00:00,178.36
6/30/2022 16:00:00,174.87
7/1/2022 16:00:00,179.95
7/5/2022 16:00:00,185.88
7/6/2022 16:00:00,184.06
7/7/2022 16:00:00,189.27
7/8/2022 16:00:00,186.98
7/11/2022 16:00:00,177.34
7/12/2022 16:00:00,174.45
7/13/2022 16:00:00,176.56
7/14/2022 16:00:00,174.78
7/15/2022 16:00:00,189.11
7/18/2022 16:00:00,190.92
7/19/2022 16:00:00,201.63
7/20/2022 16:00:00,216.44
7/21/2022 16:00:00,223.88
7/22/2022 16:00:00,220.44
7/25/2022 16:00:00,218.51
7/26/2022 16:00:00,213.91
7/27/2022 16:00:00,226.75
7/28/2022 16:00:00,226.02
7/29/2022 16:00:00,224.9
8/1/2022 16:00:00,226.21
8/2/2022 16:00:00,221.42
8/3/2022 16:00:00,226.73
8/4/2022 16:00:00,229.91
8/5/2022 16:00:00,226.78
8/8/2022 16:00:00,233.49
8/9/2022 16:00:00,229.94
8/10/2022 16:00:00,244.11
8/11/2022 16:00:00,242.7
8/12/2022 16:00:00,249.3
8/15/2022 16:00:00,249.11
8/16/2022 16:00:00,245.69
8/17/2022 16:00:00,241.15
8/18/2022 16:00:00,245.17
8/19/2022 16:00:00,241.16
8/22/2022 16:00:00,226.54
8/23/2022 16:00:00,224.55
8/24/2022 16:00:00,229.61
8/25/2022 16:00:00,233.98
8/26/2022 16:00:00,223.28
8/29/2022 16:00:00,224.57
8/30/2022 16:00:00,220.65
8/31/2022 16:00:00,223.56
9/1/2022 16:00:00,230.04
9/2/2022 16:00:00,226.11
9/6/2022 16:00:00,218.39
9/7/2022 16:00:00,228.96
9/8/2022 16:00:00,227.44
9/9/2022 16:00:00,233.57
9/12/2022 16:00:00,236.53
9/13/2022 16:00:00,218.13
9/14/2022 16:00:00,224.12
9/15/2022 16:00:00,235.38
9/16/2022 16:00:00,240.13
9/19/2022 16:00:00,243.63
9/20/2022 16:00:00,242.85
9/21/2022 16:00:00,236.87
9/22/2022 16:00:00,237.05
9/23/2022 16:00:00,226.41
9/26/2022 16:00:00,224.07
9/27/2022 16:00:00,224.36
9/28/2022 16:00:00,245.2
9/29/2022 16:00:00,239.71
9/30/2022 16:00:00,235.44
10/3/2022 16:00:00,239.04
10/4/2022 16:00:00,240.74
10/5/2022 16:00:00,236.73
10/6/2022 16:00:00,240.02
10/7/2022 16:00:00,224.75
10/10/2022 16:00:00,229.98
10/11/2022 16:00:00,214.29
10/12/2022 16:00:00,220.87
10/13/2022 16:00:00,232.51
10/14/2022 16:00:00,230
10/17/2022 16:00:00,245.1
10/18/2022 16:00:00,240.86
10/19/2022 16:00:00,272.38
10/20/2022 16:00:00,268.16
10/21/2022 16:00:00,289.57
